# x
6.66,7.30
-9.92,4.62
-2.98,1.88
1.37,-6.60
-10.17,3.52
-10.18,3.26
3.91,-5.26
2.24,9.45
1.71,9.68
2.06,8.04
2.67,9.96
8.53,4.55
2.24,-6.14
7.57,6.04
3.77,6.76
-10.89,2.87
1.52,9.61
7.96,5.28
3.19,6.86
7.01,5.30
4.27,-5.31
0.60,8.56
2.71,9.58
9.03,6.36
-3.17,0.12
-2.25,-1.42
3.45,6.82
2.47,8.61
4.64,-7.37
-9.68,3.41
4.15,-6.10
2.92,7.85
-0.94,1.59
-10.94,4.44
-2.05,-1.56
7.76,5.29
1.80,9.04
-8.99,4.70
7.45,7.33
-9.74,5.07
-2.65,1.22
3.91,7.52
0.13,7.01
3.54,-5.79
-3.69,-0.14
2.52,6.32
1.50,8.46
-7.99,2.54
-6.70,4.34
-1.45,1.01
-11.60,4.51
3.17,-7.79
-8.64,2.75
-3.06,-0.23
-3.40,-0.30
7.49,8.20
-4.48,0.89
0.98,9.54
2.09,-6.15
1.93,9.31
2.06,-6.96
-9.48,5.06
-3.71,0.11
-3.07,0.33
2.54,-7.94
-10.02,2.85
7.70,6.56
1.98,-6.69
2.69,8.23
7.11,6.07
-7.23,1.66
8.22,5.32
2.32,8.40
0.71,-7.11
-10.22,5.63
-9.40,3.97
7.41,6.34
-2.52,-0.40
-3.38,1.50
8.04,5.39
7.31,8.46
7.70,5.94
8.06,6.15
2.23,-5.70
-11.17,3.69
1.86,5.19
3.58,-6.92
3.81,-6.58
-12.33,4.06
4.98,-6.03
-2.66,-0.05
-9.57,3.99
7.00,6.42
2.67,-5.92
1.79,8.61
1.36,8.50
3.62,-3.25
0.11,9.40
-2.24,-0.19
7.42,5.17
2.58,-7.65
2.51,-5.58
1.32,9.22
2.34,8.13
8.72,7.86
7.63,8.73
8.99,7.54
-2.21,0.58
-10.12,2.70
-2.81,-0.16
-3.32,1.21
-4.01,3.55
-4.14,1.31
1.96,-6.44
-10.58,3.33
2.70,-4.44
9.06,5.98
7.24,6.97
2.65,-6.30
7.38,4.96
2.71,-7.36
-1.98,-0.04
0.73,6.18
-9.18,3.62
1.58,4.45
2.70,-5.31
8.37,7.42
4.15,-5.27
3.99,-7.51
4.19,-7.08
2.93,8.78
6.10,7.40
3.78,-7.01
4.80,-5.46
-2.76,-0.23
2.47,8.49
9.09,6.46
-2.21,0.95
6.98,5.14
-8.72,2.84
10.07,6.77
2.32,9.23
-11.38,4.33
9.27,7.03
7.54,5.27
9.29,5.20
8.57,5.05
3.12,8.88
-10.74,1.32
0.70,-6.57
9.81,6.10
8.12,8.42
-8.35,3.24
1.87,7.70
-8.38,4.17
3.80,7.76
-10.00,5.15
2.59,6.49
0.18,7.61
-1.86,-1.42
3.19,-7.29
5.39,-4.33
-8.00,3.77
7.42,6.18
7.04,8.65
3.30,-6.88
3.76,-6.24
-8.59,2.27
3.93,-3.66
3.42,-7.11
7.05,6.67
-8.95,4.25
1.28,9.52
-1.76,2.29
7.99,7.90
1.21,-7.75
-9.07,5.41
-0.01,7.02
6.13,7.42
2.89,-4.56
-0.37,8.33
-0.39,1.49
0.72,8.90
9.51,7.64
3.74,-6.81
7.14,5.13
-8.56,3.86
3.09,9.44
1.64,9.67
-2.94,0.42
-2.91,0.88
3.31,-8.62
-9.16,5.06
-3.38,0.99
-8.88,3.29
6.92,5.58
1.10,9.65
6.78,5.95
2.21,-6.21
-11.20,2.14
-9.93,3.66
-10.64,4.75
2.07,-6.17
-8.70,4.16
8.16,5.86
-0.03,5.96
7.11,6.50
-0.75,0.16
7.54,5.17
1.78,8.95
6.90,5.05
0.10,7.34
2.97,7.59
-8.92,2.78
1.39,8.31
-4.20,-1.15
-1.75,0.66
-3.40,-0.92
9.39,4.55
-9.19,3.72
-2.28,-0.21
2.13,6.70
-4.98,-0.66
4.57,-6.84
-1.30,0.01
3.06,-6.57
7.27,5.77
1.49,7.81
-9.36,3.82
7.05,7.87
9.09,6.90
3.62,-7.41
1.73,8.65
5.69,6.20
6.76,7.33
-4.61,1.09
-1.81,0.15
2.49,-6.28
2.79,10.22
-8.86,3.03
-3.70,0.20
-3.20,1.36
0.18,6.40
8.09,6.21
-8.72,2.82
2.65,7.94
-1.75,1.12
1.31,9.55
7.81,7.56
-10.13,5.86
-2.87,-0.47
6.75,4.81
-4.42,-0.60
2.94,-4.81
2.94,-5.71
3.35,8.25
2.99,9.42
3.79,-4.30
3.78,-6.33
3.53,7.79
7.46,7.34
1.83,-6.69
-7.93,2.41
7.27,6.97
-10.49,4.32
1.51,6.22
7.31,6.18
2.56,7.76
1.48,6.98
9.21,5.89
-1.60,-0.75
0.89,7.03
-9.29,3.72
0.54,6.94
7.78,4.71
6.71,6.84
2.39,-4.61
4.09,-6.27
-8.91,5.90
3.45,-6.35
-9.37,3.03
-0.90,0.37
1.92,8.78
7.07,6.75
-0.38,0.56
0.88,7.18
6.87,4.84
-2.30,1.62
4.61,-5.68
-8.64,5.55
-7.19,4.88
0.36,8.22
-10.97,5.26
4.74,-5.25
-8.51,2.93
3.76,-7.05
9.24,6.70
2.51,8.87
-3.24,0.47
6.85,6.71
3.48,-5.65
2.29,-4.82
-0.40,5.92
-8.89,4.70
-2.11,2.17
1.90,8.41
-9.23,3.34
-8.88,2.72
6.27,7.42
-1.03,1.55
-1.35,0.62
-9.77,4.32
7.94,7.51
-1.76,0.35
7.85,6.32
3.10,-7.41
4.16,-5.68
1.95,8.82
